country_id,country_code,country_name,publisher_id,publisher_name,_country id,year_began,year_ended,notes,url,is_master,parent_id,imprint_count,brand_count,indicia_publisher_count,series_count,created,modified,issue_count,reserved,deleted,year_began_uncertain,year_ended_uncertain,series_id,series_name,sort_name,format,year_began,year_began_uncertain,year_ended,year_ended_uncertain,publication_dates,is_current,_publisher_id,_country_id,tracking_notes,notes,publication_notes,has_gallery,open_reserve,issue_count,created,modified,reserved,deleted,has_indicia_frequency,has_isbn,has_barcode,has_issue_title,has_volume,is_comics_publication,color,dimensions,paper_stock,binding,publishing_format,has_rating,is_singleton,issue_id,issue_number,volume,no_volume,display_volume_with_number,_series_id,indicia_pub_not_printed,no_brand,publication_date,key_date,sort_code,price,page_count,page_count_uncertain,indicia_frequency,no_indicia_frequency,editing,no_editing,notes,created,modified,reserved,deleted,is_indexed,isbn,valid_isbn,no_isbn,variant_of_id,variant_name,barcode,no_barcode,title,no_title,on_sale_date,on_sale_date_uncertain,rating,no_rating,id_activity_fact,fact_person,fact_location,fact_phys_loc,fact_letter,fact_source_gcd,id_person_dim,surname,forename,person_title,person_role,alt_name,m_f,id_location_dim,street,city,state,country,postal_code,id_phys_loc_dim,phone,repository,coll_name,coll_num,_id_location_dim,id_letter_dim,letter_pg_title,letter_text,letter_note,
225,us,United States,78,Marvel,225,1939,NULL,,http://marvel.com,1,NULL,0,33,102,6948,6/15/1999 0:00,10/28/2015 2:54,44982,0,0,0,0,1515,The Incredible Hulk,Incredible Hulk,,1962,0,1963,0,May 1962 - March 1963,0,78,225,,"The Hulk's adventures continue in Tales to Astonish (Marvel, 1959 series) #59.",,1,0,6,4/10/1999 0:00,5/3/2014 3:38,0,0,1,0,0,0,1,1,Color,Standard Silver Age US,Glossy cover; Newsprint interior,Saddle-stitched,Was ongoing,0,0,17571,6,,1,0,1515,0,0,Mar-63,1963-03-00,40847,0.12 USD,36,0,Bi-Monthly,0,Stan Lee,0,"Final issue. Feature continues in Tales to Astonish #60.



The on-sale date is the publication date reported in U. S. Copyright Office filings.",2/6/2001 0:00,3/15/2015 3:35,0,0,1,,,1,NULL,,,1,,0,1/3/1963,0,,0,1,1,2,1,1,17571,1,Flynn,Tom,NULL,NULL,NULL,NULL,2,406 Washington Blvd.,Sea Girt,NJ,US,NULL,1,John Walsh,NULL,NULL,Personal Collection,NULL,1,Let\'s Talk About the Hulk,NULL,NULL,
225,us,United States,78,Marvel,225,1939,NULL,,http://marvel.com,1,NULL,0,33,102,6948,6/15/1999 0:00,10/28/2015 2:54,44982,0,0,0,0,1570,The Amazing Spider-Man,Amazing Spider-Man,,1963,0,1998,0,March 1963 - November 1998,0,78,225,,"Issue #-1 was published between #424 and #425. More information is needed on many issues between 235-259, 261-263, 334.",,1,0,443,4/10/1999 0:00,8/24/2015 20:21,0,0,1,0,1,0,1,1,color,"standard Silver Age, then Modern Age US",Glossy cover; Newsprint interior,saddle-stitched,was ongoing series,1,0,17773,3,1,0,0,1570,0,0,Jul-63,1963-07-00,42873,0.12 USD,36,0,bimonthly,0,Stan Lee,0,The on-sale date is the publication date reported in U. S. Copyright Office filings.,2/6/2001 0:00,4/1/2015 18:12,0,0,1,,,1,NULL,,,1,,0,4/9/1963,0,,0,2,3,4,1,2,17773,3,Jones,Tom,NULL,NULL,NULL,NULL,4,622 Plater,Aberdeen,MD,US,NULL,1,John Walsh,NULL,NULL,Personal Collection,NULL,2,Spider\'s Web,NULL,NULL,
225,us,United States,78,Marvel,225,1939,NULL,,http://marvel.com,1,NULL,0,33,102,6948,6/15/1999 0:00,10/28/2015 2:54,44982,0,0,0,0,1570,The Amazing Spider-Man,Amazing Spider-Man,,1963,0,1998,0,March 1963 - November 1998,0,78,225,,"Issue #-1 was published between #424 and #425. More information is needed on many issues between 235-259, 261-263, 334.",,1,0,443,4/10/1999 0:00,8/24/2015 20:21,0,0,1,0,1,0,1,1,color,"standard Silver Age, then Modern Age US",Glossy cover; Newsprint interior,saddle-stitched,was ongoing series,1,0,17773,3,1,0,0,1570,0,0,Jul-63,1963-07-00,42873,0.12 USD,36,0,bimonthly,0,Stan Lee,0,The on-sale date is the publication date reported in U. S. Copyright Office filings.,2/6/2001 0:00,4/1/2015 18:12,0,0,1,,,1,NULL,,,1,,0,4/9/1963,0,,0,4,5,6,1,4,17773,5,Haro,Jerome,NULL,NULL,NULL,NULL,6,515 S. Street,Chula Vista,CA,US,NULL,1,John Walsh,NULL,NULL,Personal Collection,NULL,4,Spider\'s Web,NULL,NULL,
225,us,United States,78,Marvel,225,1939,NULL,,http://marvel.com,1,NULL,0,33,102,6948,6/15/1999 0:00,10/28/2015 2:54,44982,0,0,0,0,1515,The Incredible Hulk,Incredible Hulk,,1962,0,1963,0,May 1962 - March 1963,0,78,225,,"The Hulk's adventures continue in Tales to Astonish (Marvel, 1959 series) #59.",,1,0,6,4/10/1999 0:00,5/3/2014 3:38,0,0,1,0,0,0,1,1,Color,Standard Silver Age US,Glossy cover; Newsprint interior,Saddle-stitched,Was ongoing,0,0,17154,3,,1,0,1515,0,0,Sep-62,1962-09-00,40841,0.12 USD,36,0,Bi-Monthly,0,Stan Lee,0,The on-sale date is the publication date reported in U. S. Copyright Office filings.,2/6/2001 0:00,3/15/2015 3:30,0,0,1,,,1,NULL,,,1,,0,7/3/1962,0,,0,5,6,7,1,5,17154,6,Herbers,Melvin,NULL,NULL,NULL,NULL,7,NULL,Elyria,OH,US,NULL,1,John Walsh,NULL,NULL,Personal Collection,NULL,5,Let\'s Talk about the Hulk,NULL,NULL,
225,us,United States,78,Marvel,225,1939,NULL,,http://marvel.com,1,NULL,0,33,102,6948,6/15/1999 0:00,10/28/2015 2:54,44982,0,0,0,0,1576,The X-Men,X-Men,,1963,0,1981,0,September 1963 - January 1981,0,78,225,,"Indicia title on #1-93 and #139-141 is 'The X-Men'. 

Indicia title on #94-138 is simply 'X-Men'.

Cover title is 'The X-Men' from #1-49 (with additional, larger character or storyline logos on #42-48). 

Cover title is 'X-Men' from #50-93 (the last reprint issue).

Cover title is 'The All-New, All-Different X-Men' on #94-99, #101-103, and #105-111.

Cover title is 'The Uncanny X-Men' on #114-127, #129-136, and #139-141.

Cover title is just 'X-Men' (often to make room for other cover copy) on #100, #104, #112, #113, #128, #137, and #138.",,1,0,141,4/10/1999 0:00,8/21/2015 4:36,0,0,1,0,1,0,1,1,Color,Standard Modern Age U.S.,Newsprint,Saddle-stitched,Was Ongoing Series,1,0,18394,5,1,0,0,1576,0,0,May-64,1964-05-00,43829,0.12 USD,36,0,,0,Stan Lee,0,,4/15/2001 0:00,10/10/2014 12:33,0,0,1,,,1,NULL,,,1,,0,,0,,0,6,2,3,1,6,18394,2,Phillips,Carl,NULL,NULL,NULL,NULL,3,1122 Nelchina St.,Anchorage,AK,US,NULL,1,John Walsh,NULL,NULL,Personal Collection,NULL,6,let\'s visit the X-Men,NULL,The person\'s surname was spelled in the original document as \'Phiillips\' however we believed this to be a misspelling and so corrected it to \'Phillips\'.,
 ,us,United States,78,Marvel,225,1939,NULL,,http://marvel.com,1,NULL,0,33,102,6948,6/15/1999 0:00,10/28/2015 2:54,44982,0,0,0,0,1570,The Amazing Spider-Man,Amazing Spider-Man,,1963,0,1998,0,March 1963 - November 1998,0,78,225,,"Issue #-1 was published between #424 and #425. More information is needed on many issues between 235-259, 261-263, 334.",,1,0,443,4/10/1999 0:00,8/24/2015 20:21,0,0,1,0,1,0,1,1,color,"standard Silver Age, then Modern Age US",Glossy cover; Newsprint interior,saddle-stitched,was ongoing series,1,0,17773,3,1,0,0,1570,0,0,Jul-63,1963-07-00,42873,0.12 USD,36,0,bimonthly,0,Stan Lee,0,The on-sale date is the publication date reported in U. S. Copyright Office filings.,2/6/2001 0:00,4/1/2015 18:12,0,0,1,,,1,NULL,,,1,,0,4/9/1963,0,,0,7,7,8,1,7,17773,7,Bronson,Fred,NULL,NULL,NULL,NULL,8,11260 Port Rd,Culver City,CA,US,NULL,1,John Walsh,NULL,NULL,Personal Collection,NULL,7,Spider\'s Web,NULL,NULL,
225,us,United States,78,Marvel,225,1939,NULL,,http://marvel.com,1,NULL,0,33,102,6948,6/15/1999 0:00,10/28/2015 2:54,44982,0,0,0,0,1576,The X-Men,X-Men,,1963,0,1981,0,September 1963 - January 1981,0,78,225,,"Indicia title on #1-93 and #139-141 is 'The X-Men'. 

Indicia title on #94-138 is simply 'X-Men'.

Cover title is 'The X-Men' from #1-49 (with additional, larger character or storyline logos on #42-48). 

Cover title is 'X-Men' from #50-93 (the last reprint issue).

Cover title is 'The All-New, All-Different X-Men' on #94-99, #101-103, and #105-111.

Cover title is 'The Uncanny X-Men' on #114-127, #129-136, and #139-141.

Cover title is just 'X-Men' (often to make room for other cover copy) on #100, #104, #112, #113, #128, #137, and #138.",,1,0,141,4/10/1999 0:00,8/21/2015 4:36,0,0,1,0,1,0,1,1,Color,Standard Modern Age U.S.,Newsprint,Saddle-stitched,Was Ongoing Series,1,0,18394,5,1,0,0,1576,0,0,May-64,1964-05-00,43829,0.12 USD,36,0,,0,Stan Lee,0,,4/15/2001 0:00,10/10/2014 12:33,0,0,1,,,1,NULL,,,1,,0,,0,,0,8,8,9,1,8,18394,8,McClain,Mary Ann,NULL,NULL,NULL,NULL,9,1410 Donald,Royal Oak,MI,US,NULL,1,John Walsh,NULL,NULL,Personal Collection,NULL,8,let\'s visit the X-Men,NULL,NULL,
225,us,United States,78,Marvel,225,1939,NULL,,http://marvel.com,1,NULL,0,33,102,6948,6/15/1999 0:00,10/28/2015 2:54,44982,0,0,0,0,1576,The X-Men,X-Men,,1963,0,1981,0,September 1963 - January 1981,0,78,225,,"Indicia title on #1-93 and #139-141 is 'The X-Men'. 

Indicia title on #94-138 is simply 'X-Men'.

Cover title is 'The X-Men' from #1-49 (with additional, larger character or storyline logos on #42-48). 

Cover title is 'X-Men' from #50-93 (the last reprint issue).

Cover title is 'The All-New, All-Different X-Men' on #94-99, #101-103, and #105-111.

Cover title is 'The Uncanny X-Men' on #114-127, #129-136, and #139-141.

Cover title is just 'X-Men' (often to make room for other cover copy) on #100, #104, #112, #113, #128, #137, and #138.",,1,0,141,4/10/1999 0:00,8/21/2015 4:36,0,0,1,0,1,0,1,1,Color,Standard Modern Age U.S.,Newsprint,Saddle-stitched,Was Ongoing Series,1,0,18394,5,1,0,0,1576,0,0,May-64,1964-05-00,43829,0.12 USD,36,0,,0,Stan Lee,0,,4/15/2001 0:00,10/10/2014 12:33,0,0,1,,,1,NULL,,,1,,0,,0,,0,9,9,10,1,9,18394,9,Spotts,John,NULL,NULL,NULL,NULL,10,"9 Windsor Lane, Box 70",Clifton Heights,PA,US,NULL,1,John Walsh,NULL,NULL,Personal Collection,NULL,9,let\'s visit the X-Men,NULL,NULL,
225,us,United States,78,Marvel,225,1939,NULL,,http://marvel.com,1,NULL,0,33,102,6948,6/15/1999 0:00,10/28/2015 2:54,44982,0,0,0,0,1576,The X-Men,X-Men,,1963,0,1981,0,September 1963 - January 1981,0,78,225,,"Indicia title on #1-93 and #139-141 is 'The X-Men'. 

Indicia title on #94-138 is simply 'X-Men'.

Cover title is 'The X-Men' from #1-49 (with additional, larger character or storyline logos on #42-48). 

Cover title is 'X-Men' from #50-93 (the last reprint issue).

Cover title is 'The All-New, All-Different X-Men' on #94-99, #101-103, and #105-111.

Cover title is 'The Uncanny X-Men' on #114-127, #129-136, and #139-141.

Cover title is just 'X-Men' (often to make room for other cover copy) on #100, #104, #112, #113, #128, #137, and #138.",,1,0,141,4/10/1999 0:00,8/21/2015 4:36,0,0,1,0,1,0,1,1,Color,Standard Modern Age U.S.,Newsprint,Saddle-stitched,Was Ongoing Series,1,0,18394,5,1,0,0,1576,0,0,May-64,1964-05-00,43829,0.12 USD,36,0,,0,Stan Lee,0,,4/15/2001 0:00,10/10/2014 12:33,0,0,1,,,1,NULL,,,1,,0,,0,,0,10,10,11,1,10,18394,10,Crowe,Kenny,NULL,NULL,NULL,NULL,11,339 College St.,Lynchburg,VA,US,NULL,1,John Walsh,NULL,NULL,Personal Collection,NULL,10,let\'s visit the X-Men,NULL,NULL,
225,us,United States,78,Marvel,225,1939,NULL,,http://marvel.com,1,NULL,0,33,102,6948,6/15/1999 0:00,10/28/2015 2:54,44982,0,0,0,0,1576,The X-Men,X-Men,,1963,0,1981,0,September 1963 - January 1981,0,78,225,,"Indicia title on #1-93 and #139-141 is 'The X-Men'. 

Indicia title on #94-138 is simply 'X-Men'.

Cover title is 'The X-Men' from #1-49 (with additional, larger character or storyline logos on #42-48). 

Cover title is 'X-Men' from #50-93 (the last reprint issue).

Cover title is 'The All-New, All-Different X-Men' on #94-99, #101-103, and #105-111.

Cover title is 'The Uncanny X-Men' on #114-127, #129-136, and #139-141.

Cover title is just 'X-Men' (often to make room for other cover copy) on #100, #104, #112, #113, #128, #137, and #138.",,1,0,141,4/10/1999 0:00,8/21/2015 4:36,0,0,1,0,1,0,1,1,Color,Standard Modern Age U.S.,Newsprint,Saddle-stitched,Was Ongoing Series,1,0,18394,5,1,0,0,1576,0,0,May-64,1964-05-00,43829,0.12 USD,36,0,,0,Stan Lee,0,,4/15/2001 0:00,10/10/2014 12:33,0,0,1,,,1,NULL,,,1,,0,,0,,0,11,11,12,1,11,18394,11,Rostow,Jim,NULL,NULL,NULL,NULL,12,906 Beale St.,South Bend,IN,US,NULL,1,John Walsh,NULL,NULL,Personal Collection,NULL,11,let\'s visit the X-Men,NULL,NULL,
